date_received,product,subproduct,issue,subissue,consumer_complaint_narrative,company_public_response,company_name,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed,complaint_id
2/5/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,ERC,TX,77082,,Consent not provided,Web,3/24/2016,Closed with non-monetary relief,TRUE,FALSE,1775783
3/31/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"This is the third company that has tried to collect on this debt. Each time the amount of money they say I owe increases hundreds of dollars. I have contacted XXXX each time someone tries to collect this debt and they say they have no idea that I DO NOT OWE THEM MONEY NOR HAVE I EVER HAD ANY ACCOUNT WITH THEM. they say that they never placed my account for collection. I have sent two validation demand letters to this company demanding that they show me proof that I owe this money, since XXXX themselves have no idea about the debt. The have ignored each request. I have sent a cease and deceit letter and yet they still call me. They had thirty days to provide validation which they refuse to do. I gave them two chances they refused. I sent a letter demanding they stop calling and they said when they called that they do n't have to abide by that letter. They said I owe the money and that they will either sue me for it in Florida forcing me to drive there to defend myself since I live I Ohio or they will press criminal charges against me for fraud and just have me arrested. Everything about this is illegal it violates the Fair Debt Collections Practice Act and the Fair Credit Reporting Act. They are purposefully re aging this account by selling it back and forth so it stay on my credit report.",Company believes it acted appropriately as authorized by contract or law,ERC,OH,43512,,Consent provided,Web,3/31/2017,Closed,TRUE,FALSE,2412643
12/1/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,ERC,,,,,Referral,12/1/2016,Closed,TRUE,FALSE,2231053
10/5/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,I 've asked for the creditor to validate the debt by providing an itemized bill over a dozen times. During our correspondence they continue to harass and abuse me by calling me repeatedly at all times of the day offering to close said collection to coerce payment for a debt that I ca n't confirm to be true and valid. Despite these predatory and unlawful tactics they have now reported the collection to all three reporting agencies dropping my credit score from the high XXXX to the low XXXX. I have mailed them my rebuttals and their violations of the Fair Debt Collection Practices Act yet they still continue to with their unlawful ways.,Company believes it acted appropriately as authorized by contract or law,ERC,CO,80224,,Consent provided,Web,10/5/2016,Closed with non-monetary relief,TRUE,FALSE,2147498
6/18/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,ERC,NY,11434,,,Referral,6/23/2015,Closed with non-monetary relief,TRUE,FALSE,1427996
11/7/2014,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,ERC,CT,06010,,,Web,11/7/2014,Closed with non-monetary relief,TRUE,FALSE,1106855
7/7/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,ERC,TX,78225,,Consent not provided,Web,7/7/2015,Closed with non-monetary relief,TRUE,FALSE,1455154
1/31/2017,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,ERC,TX,75088,,Consent not provided,Web,2/2/2017,Closed,TRUE,FALSE,2320045
7/10/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,ERC,FL,32164.0,,Consent not provided,Web,7/16/2015,Closed with non-monetary relief,TRUE,TRUE,1462418
12/12/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,ERC,NV,89102,,Consent not provided,Web,12/12/2016,Closed,TRUE,FALSE,2245027
3/10/2017,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,ERC,MD,21638,,Consent not provided,Web,3/14/2017,Closed,TRUE,FALSE,2381866
2/1/2015,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,ERC,SD,57108.0,,,Web,2/1/2015,Closed with non-monetary relief,TRUE,FALSE,1219715
7/16/2014,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,ERC,TX,78664,,,Web,7/21/2014,Closed with non-monetary relief,TRUE,FALSE,940626
3/17/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,ERC,SC,29229,,Consent not provided,Web,3/17/2017,Closed,TRUE,FALSE,2392382
1/10/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company disputes the facts presented in the complaint,ERC,VA,23227,Older American,,Phone,1/10/2017,Closed,TRUE,FALSE,2282198
1/30/2017,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,No knowledge of this debt.,Company believes it acted appropriately as authorized by contract or law,ERC,LA,70043,,Consent provided,Web,2/2/2017,Closed,TRUE,FALSE,2316485
7/13/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,ERC,AZ,85042,,Consent not provided,Web,7/19/2015,Closed with non-monetary relief,TRUE,FALSE,1465996
10/19/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes the complaint is the result of a misunderstanding,ERC,TX,77067,Servicemember,Consent not provided,Web,10/19/2015,Closed with non-monetary relief,TRUE,FALSE,1613177
6/10/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,Company believes it acted appropriately as authorized by contract or law,ERC,VT,05701,Servicemember,Consent not provided,Web,6/10/2015,Closed with non-monetary relief,TRUE,FALSE,1417696
5/11/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,I learned from a recent credit report that ENHANCRCVRCO is showing as a collection account and is trying to collect a debt in the amount of {$400.00}. This is the first time I have heard of this company or this debt. I was never sent a notice of right to dispute nor have I been contacted by mail or telephone regarding this alleged debt.,,ERC,CA,93534,,Consent provided,Web,5/11/2015,Closed,TRUE,FALSE,1368739
4/5/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"On XX/XX/2014, I contacted the Consumer Financial Protection Bureau and filed a complaint against Enhanced Recovery LLC because they placed a fraudulent account on my credit from XXXX in the amount of {$780.00} without contacting me. Case Number XXXX. 

I discovered on my birthday XX/XX/XXXX that a company by the name of XXXX has now placed the same exact account on my credit 3 years later also without notifying me first to validate the debt!!! 

I am a victim of Identity Theft and i have a police report on record and i am requesting the account be removed immediately!!! 

XXXX Account Number XXXX XXXX",Company believes it acted appropriately as authorized by contract or law,ERC,CA,95206.0,,Consent provided,Web,4/5/2017,Closed,TRUE,TRUE,2420904
